modelo,metodo_validacao,r2_cv_mean,r2_cv_std,mae_cv_mean,mae_cv_std,rmse_cv_mean,rmse_cv_std,r2_final,mae_final,rmse_final,features,dados_totais,dados_treino_final,dados_teste_final,periodo_inicio,periodo_fim,data_teste
RandomForest,TimeSeriesSplit_5_folds,0.32539029779072565,0.020276157140415325,140.34712175724104,30.301374106513364,244.8885296243289,55.89693977464161,0.317548120251096,179.13529280550955,317.84164372338086,4,42288,33830,8458,2022-01-01,2025-09-28,2025-09-28 22:31:42
